scenario_id,n_clusters,n_nodes,node_id,x,y
1,6,69,11,41.003,251.949
1,6,69,12,63.1309,483.183
1,6,69,13,365.401,273.208
1,6,69,14,384.403,42.1093
1,6,69,15,122.553,290.986
1,6,69,16,443.178,510.366
1,6,69,17,281.565,26.8354
1,6,69,18,301.241,406.48
1,6,69,19,548.507,387.18
1,6,69,20,37.1809,448.818
1,6,69,21,405.232,547.881
1,6,69,22,210.7,122.554
1,6,69,23,293.091,133.088
1,6,69,24,141.595,568.331
1,6,69,25,219.56,354.382
1,6,69,26,316.679,190.758
1,6,69,27,399.373,256.041
1,6,69,28,94.2672,158.074
1,6,69,29,504.842,83.4263
1,6,69,30,208.765,104.577
1,6,69,31,521.032,373.624
1,6,69,32,8.13034,580.965
1,6,69,33,310.507,208.582
1,6,69,34,436.489,339.909
1,6,69,35,233.352,0.234048
1,6,69,36,254.032,380.074
1,6,69,37,326.254,513.052
1,6,69,38,1.45392,359.902
1,6,69,39,100.843,318.346
1,6,69,40,231.074,58.8686
1,6,69,41,349.388,349.133
1,6,69,42,24.6131,266.298
1,6,69,43,455.299,95.8981
1,6,69,44,242.902,117.883
1,6,69,45,331.222,91.2993
1,6,69,46,112.163,521.63
1,6,69,47,371.607,396.267
1,6,69,48,278.604,327.601
1,6,69,49,20.9882,202.704
1,6,69,50,390.638,537.637
1,6,69,51,194.377,15.4543
1,6,69,52,416.578,419.363
1,6,69,53,470.819,171.523
1,6,69,54,191.115,311.725
1,6,69,55,422.766,304.628
1,6,69,56,266.549,467.823
1,6,69,57,485.895,183.924
1,6,69,58,508.318,164.278
1,6,69,59,180.551,469.226
1,6,69,60,148.506,281.833
1,6,69,61,134.87,413.342
1,6,69,62,167.934,560.216
1,6,69,63,119.813,442.1
1,6,69,64,338.877,43.2544
1,6,69,65,87.1895,23.2938
1,6,69,66,159.757,218.898
1,6,69,67,170.036,534.056
1,6,69,68,79.8637,245.852
2,6,60,0,307.245,401.486
2,6,60,1,54.7067,520.813
2,6,60,2,73.785,79.4301
2,6,60,3,153.901,488.135
2,6,60,4,210.131,320.46
2,6,60,5,17.9674,252.482
2,6,60,6,222.076,218.213
2,6,60,7,492.131,409.672
2,6,60,8,452.771,309.685
2,6,60,9,103.624,231.852
2,6,60,10,83.5802,127.854
2,6,60,11,386.711,282.974
2,6,60,12,186.332,115.609
2,6,60,13,128.029,189.409
2,6,60,14,91.1625,507.726
2,6,60,15,496.309,195.684
2,6,60,16,473.769,148.655
2,6,60,17,95.5501,457.526
2,6,60,18,131.994,3.9195
2,6,60,19,251.916,31.9599
2,6,60,20,176.939,484.94
2,6,60,21,190.027,459.803
2,6,60,22,150.584,551.033
2,6,60,23,363.335,226.407
2,6,60,24,442.7,336.202
2,6,60,25,334.639,183.034
2,6,60,26,329.564,499.071
2,6,60,27,282.337,141.243
2,6,60,28,435.087,416.082
2,6,60,29,64.8786,343.457
2,6,60,30,482.943,289.01
2,6,60,31,341.78,243.273
2,6,60,32,144.31,330.09
2,6,60,33,507.341,265.16
2,6,60,34,416.279,384.757
2,6,60,35,397.343,374.257
2,6,60,36,48.7186,40.1262
2,6,60,37,245.571,206.95
2,6,60,38,201.713,108.742
2,6,60,39,451.793,386.374
2,6,60,40,117.098,270.757
2,6,60,41,238.363,161.184
2,6,60,42,371.739,90.9482
2,6,60,43,402.166,475.015
2,6,60,44,25.9808,425.628
2,6,60,45,277.253,21.3032
2,6,60,46,297.676,437.364
2,6,60,47,466.31,351.152
2,6,60,48,1.75131,94.7754
2,6,60,49,315.145,133.313
2,6,60,50,39.4803,447.871
2,6,60,51,9.4896,58.7375
2,6,60,52,423.077,11.02
2,6,60,53,256.343,525.12
2,6,60,54,320.649,541.726
2,6,60,55,383.381,295.025
2,6,60,56,166.512,364.482
2,6,60,57,356.386,66.0967
2,6,60,58,270.577,50.2349
2,6,60,59,217.971,167.908
3,6,65,0,402.068,149.777
3,6,65,1,26.4369,312.811
3,6,65,2,161.071,223.039
3,6,65,3,123.262,13.1114
3,6,65,4,281.14,110.272
3,6,65,5,59.0673,256.027
3,6,65,6,214.63,406.686
3,6,65,7,286.284,202.978
3,6,65,8,225.619,115.105
3,6,65,9,74.9249,78.2146
3,6,65,10,190.529,250.046
3,6,65,11,14.3888,343.822
3,6,65,12,383.566,70.4842
3,6,65,13,295.999,476.081
3,6,65,14,508.098,230.601
3,6,65,15,344.13,66.5392
3,6,65,16,154.932,386.377
3,6,65,17,334.843,368.073
3,6,65,18,5.07574,295.067
3,6,65,19,358.87,350.512
3,6,65,20,266.06,160.047
3,6,65,21,44.1506,356.994
3,6,65,22,104.043,290.824
3,6,65,23,499.929,514.973
3,6,65,24,421.111,164.135
3,6,65,25,308.508,458.907
3,6,65,26,201.177,389.702
3,6,65,27,136.514,31.4047
3,6,65,28,489.963,127.924
3,6,65,29,19.3098,240.919
3,6,65,30,412.419,555.529
3,6,65,31,395.35,145.256
3,6,65,32,525.231,173.486
3,6,65,33,434.265,1.62431
3,6,65,34,445.676,424.613
3,6,65,35,145.803,271.889
3,6,65,36,247.198,496.533
3,6,65,37,90.075,34.9293
3,6,65,38,238.58,377.601
3,6,65,39,128.138,444.901
3,6,65,40,69.8627,526.9
3,6,65,41,223.261,325.893
3,6,65,42,350.275,17.8981
3,6,65,43,166.639,422.578
3,6,65,44,255.914,49.6669
3,6,65,45,306.312,190.207
3,6,65,46,375.741,310.302
3,6,65,47,366.373,452.676
3,6,65,48,422.263,281.197
3,6,65,49,36.8658,89.4111
3,6,65,50,96.6441,130.287
3,6,65,51,261.186,489.811
3,6,65,52,315.735,214.687
3,6,65,53,521.496,467.469
3,6,65,54,180.095,521.213
3,6,65,55,460.981,184.205
3,6,65,56,454.242,334.909
3,6,65,57,55.0934,54.6943
3,6,65,58,113.709,548.505
3,6,65,59,485.923,439.508
3,6,65,60,189.18,505.431
3,6,65,61,472.491,538.756
3,6,65,62,328.946,404.699
3,6,65,63,466.284,98.4085
3,6,65,64,532.342,266.788
4,6,66,0,122.009,215.356
4,6,66,1,175.481,455.001
4,6,66,2,400.992,159.121
4,6,66,3,163.077,246.029
4,6,66,4,340.785,364.95
4,6,66,5,571.254,153.232
4,6,66,6,331.535,405.817
4,6,66,7,488.202,25.2336
4,6,66,8,97.7882,328.602
4,6,66,9,252.923,205.824
4,6,66,10,474.819,491.047
4,6,66,11,305.193,270.175
4,6,66,12,433.842,376.521
4,6,66,13,390.474,165.971
4,6,66,14,558.854,32.4674
4,6,66,15,110.912,132.983
4,6,66,16,11.923,463.352
4,6,66,17,6.39924,51.6614
4,6,66,18,512.652,124.719
4,6,66,19,581.286,7.4672
4,6,66,20,552.744,73.9905
4,6,66,21,88.8564,274.869
4,6,66,22,209.516,84.5158
4,6,66,23,54.4346,420.565
4,6,66,24,145.842,219.332
4,6,66,25,28.217,183.503
4,6,66,26,357.875,465.937
4,6,66,27,244.258,481.468
4,6,66,28,317.966,497.384
4,6,66,29,215.213,17.6482
4,6,66,30,66.6844,249.785
4,6,66,31,195.955,256.426
4,6,66,32,510.209,296.011
4,6,66,33,158.605,123.598
4,6,66,34,183.661,69.6375
4,6,66,35,191.089,415.667
4,6,66,36,456.853,109.066
4,6,66,37,521.637,92.2365
4,6,66,38,429.936,305.219
4,6,66,39,351.654,99.8178
4,6,66,40,386.739,58.9621
4,6,66,41,139.877,389.093
4,6,66,42,49.0428,344.257
4,6,66,43,377.51,11.0451
4,6,66,44,444.214,379.971
4,6,66,45,314.369,360.595
4,6,66,46,411.521,447.571
4,6,66,47,481.599,315.738
4,6,66,48,258.982,193.719
4,6,66,49,281.474,280.119
4,6,66,50,288.319,231.228
4,6,66,51,227.31,432.686
4,6,66,52,83.109,317.789
4,6,66,53,500.38,437.196
4,6,66,54,18.6912,398.176
4,6,66,55,416.889,473.498
4,6,66,56,540.25,140.176
4,6,66,57,123.708,235.753
4,6,66,58,296.035,38.9903
4,6,66,59,78.4763,334.199
4,6,66,60,43.8061,290.219
4,6,66,61,367.906,349.057
4,6,66,62,229.531,507.987
4,6,66,63,265.383,193.592
4,6,66,64,465.078,175.921
4,6,66,65,537.809,106.666
5,6,62,0,490.322,135.47
5,6,62,1,248.459,168.235
5,6,62,2,319.214,505.867
5,6,62,3,347.493,63.5478
5,6,62,4,450.822,394.028
5,6,62,5,458.111,73.5269
5,6,62,6,115.174,510.51
5,6,62,7,277.593,419.611
5,6,62,8,397.12,79.0134
5,6,62,9,243.741,22.1007
5,6,62,10,493.416,262.794
5,6,62,11,30.1051,429.06
5,6,62,12,468.806,113.974
5,6,62,13,183.745,243.021
5,6,62,14,41.8262,176.692
5,6,62,15,331.249,2.72834
5,6,62,16,304.246,379.864
5,6,62,17,203.552,411.096
5,6,62,18,63.9096,280.335
5,6,62,19,88.1236,100.244
5,6,62,20,325.639,356.992
5,6,62,21,178.042,37.9667
5,6,62,22,223.337,9.62522
5,6,62,23,258.91,473.525
5,6,62,24,144.22,437.924
5,6,62,25,208.122,402.642
5,6,62,26,280.519,284.212
5,6,62,27,150.326,137.611
5,6,62,28,383.346,192.708
5,6,62,29,3.51321,351.785
5,6,62,30,55.5391,458.036
5,6,62,31,123.568,466.366
5,6,62,32,16.7776,196.011
5,6,62,33,77.8393,231.091
5,6,62,34,461.674,296.5
5,6,62,35,504.643,476.043
5,6,62,36,36.2716,387.476
5,6,62,37,270.036,341.431
5,6,62,38,364.969,486.094
5,6,62,39,13.6545,305.541
5,6,62,40,433.628,253.182
5,6,62,41,190.779,373.011
5,6,62,42,481.499,126.9
5,6,62,43,236.098,442.635
5,6,62,44,171.88,58.3175
5,6,62,45,68.7992,179.865
5,6,62,46,425.31,321.414
5,6,62,47,164.203,90.6246
5,6,62,48,213.698,519.253
5,6,62,49,108.965,268.365
5,6,62,50,359.466,336.973
5,6,62,51,435.991,223.394
5,6,62,52,387.434,213.56
5,6,62,53,94.3862,158.05
5,6,62,54,374.807,46.0258
5,6,62,55,402.822,27.8477
5,6,62,56,104.465,308.928
5,6,62,57,287.806,327.916
5,6,62,58,340.504,493.866
5,6,62,59,413.065,109.009
5,6,62,60,299.115,208.219
5,6,62,61,131.528,144.782
6,6,63,0,339.592,57.9082
6,6,63,1,505.181,437.011
6,6,63,2,147.026,343.967
6,6,63,3,67.9625,33.0305
6,6,63,4,481.997,476.635
6,6,63,5,446.077,333.261
6,6,63,6,269.686,397.644
6,6,63,7,54.5003,254.863
6,6,63,8,103.764,517.715
6,6,63,9,47.7666,260.839
6,6,63,10,252.98,86.0578
6,6,63,11,266.207,283.951
6,6,63,12,152.88,449.472
6,6,63,13,435.739,138.725
6,6,63,14,347.28,279.878
6,6,63,15,461.312,191.771
6,6,63,16,304.502,83.6538
6,6,63,17,317.639,178.54
6,6,63,18,393.204,147.599
6,6,63,19,240.801,316.952
6,6,63,20,372.854,423.2
6,6,63,21,363.197,303.838
6,6,63,22,84.1052,153.666
6,6,63,23,423.246,379.66
6,6,63,24,528.019,95.3501
6,6,63,25,209.46,311.313
6,6,63,26,13.099,328.146
6,6,63,27,80.3089,185.325
6,6,63,28,516.048,237.088
6,6,63,29,282.005,434.334
6,6,63,30,411.201,226.207
6,6,63,31,142.796,123.608
6,6,63,32,310.192,136.462
6,6,63,33,178.181,497.786
6,6,63,34,30.9788,484.795
6,6,63,35,500.197,221.527
6,6,63,36,356.014,25.0921
6,6,63,37,232.269,241.9
6,6,63,38,180.511,15.5979
6,6,63,39,20.1649,67.4696
6,6,63,40,222.804,162.69
6,6,63,41,4.7197,106.615
6,6,63,42,96.0951,489.85
6,6,63,43,244.685,75.3563
6,6,63,44,293.613,531.862
6,6,63,45,120.403,353.197
6,6,63,46,553.015,41.7862
6,6,63,47,560.191,411.678
6,6,63,48,452.643,390.849
6,6,63,49,41.8193,0.30285
6,6,63,50,191.754,270.969
6,6,63,51,325.003,292.564
6,6,63,52,466.592,372.011
6,6,63,53,413.747,118.886
6,6,63,54,110.947,358.878
6,6,63,55,128.788,407.621
6,6,63,56,535.817,526.888
6,6,63,57,399.492,508.013
6,6,63,58,205.257,204.34
6,6,63,59,490.766,467.816
6,6,63,60,542.727,208.636
6,6,63,61,168.2,456.236
6,6,63,62,382.728,50.2198
7,6,67,0,294.631,403.825
7,6,67,1,314.007,211.338
7,6,67,2,215.782,202.06
7,6,67,3,65.5463,155.713
7,6,67,4,25.3393,338.797
7,6,67,5,426.104,275.759
7,6,67,6,301.389,113.442
7,6,67,7,412.366,515.702
7,6,67,8,71.6425,459.811
7,6,67,9,143.888,217.253
7,6,67,10,391.113,80.3254
7,6,67,11,93.4047,9.92575
7,6,67,12,226.871,240.113
7,6,67,13,275.325,443.469
7,6,67,14,164.493,476.115
7,6,67,15,5.75237,380.863
7,6,67,16,126.692,499.44
7,6,67,17,165.888,470.131
7,6,67,18,503.698,414.339
7,6,67,19,488.377,50.9717
7,6,67,20,199.769,445.501
7,6,67,21,48.439,333.001
7,6,67,22,151.004,124.032
7,6,67,23,468.077,487.431
7,6,67,24,317.741,355.525
7,6,67,25,15.816,135.019
7,6,67,26,478.958,282.044
7,6,67,27,486.652,130.88
7,6,67,28,331.097,164.888
7,6,67,29,372.543,502.444
7,6,67,30,86.0716,185.511
7,6,67,31,402.233,256.268
7,6,67,32,459.827,527.236
7,6,67,33,206.163,71.9967
7,6,67,34,175.594,105.814
7,6,67,35,420.128,342.414
7,6,67,36,366.367,59.5193
7,6,67,37,377.695,288.968
7,6,67,38,194.399,269.577
7,6,67,39,14.4242,23.3601
7,6,67,40,452.845,43.2415
7,6,67,41,96.2964,405.445
7,6,67,42,58.5785,96.19
7,6,67,43,114.543,181.993
7,6,67,44,497.471,513.948
7,6,67,45,104.123,421.231
7,6,67,46,444.531,193.489
7,6,67,47,262.382,323.194
7,6,67,48,519.863,376.154
7,6,67,49,514.144,36.446
7,6,67,50,252.08,461.429
7,6,67,51,249.298,29.0754
7,6,67,52,45.7811,305.301
7,6,67,53,119.75,68.537
7,6,67,54,394.622,145.891
7,6,67,55,141.304,396.161
7,6,67,56,240.805,167.324
7,6,67,57,322.407,88.3905
7,6,67,58,284.909,297.746
7,6,67,59,355.903,369.931
7,6,67,60,268.948,435.908
7,6,67,61,342.162,7.76536
7,6,67,62,231.757,237.217
7,6,67,63,37.1666,316.487
7,6,67,64,438.109,223.656
7,6,67,65,352.745,251.686
7,6,67,66,185.25,357.367
8,6,69,0,555.332,392.056
8,6,69,1,52.164,238.419
8,6,69,2,495.815,452.527
8,6,69,3,82.1933,462.75
8,6,69,4,194.646,103.871
8,6,69,5,411.049,259.332
8,6,69,6,566.038,437.044
8,6,69,7,24.2304,342.412
8,6,69,8,526.906,443.419
8,6,69,9,178.299,267.366
8,6,69,10,165.002,174.995
8,6,69,11,327.479,311.038
8,6,69,12,173.88,247.174
8,6,69,13,251.016,374.2
8,6,69,14,574.987,431.541
8,6,69,15,95.9873,63.1173
8,6,69,16,278.038,218.213
8,6,69,17,44.4206,283.891
8,6,69,18,60.1274,381.039
8,6,69,19,502.553,134.236
8,6,69,20,399.387,80.0157
8,6,69,21,0.260726,35.9803
8,6,69,22,429.455,371.635
8,6,69,23,459.401,331.311
8,6,69,24,513.744,55.2309
8,6,69,25,128.901,358.895
8,6,69,26,364.835,254.388
8,6,69,27,67.4592,528.285
8,6,69,28,148.702,143.342
8,6,69,29,324.688,206.67
8,6,69,30,265.529,43.9297
8,6,69,31,445.294,402.303
8,6,69,32,422.872,476.21
8,6,69,33,347.25,130.076
8,6,69,34,522.536,3.94414
8,6,69,35,219.625,507.054
8,6,69,36,298.571,484.282
8,6,69,37,401.55,186.527
8,6,69,38,270.786,353.429
8,6,69,39,88.8994,288.964
8,6,69,40,134.895,470.648
8,6,69,41,303.327,296.365
8,6,69,42,382.658,216.059
8,6,69,43,386.797,191.057
8,6,69,44,26.5702,163.766
8,6,69,45,290.211,11.1227
8,6,69,46,208.561,121.056
8,6,69,47,485.304,319.128
8,6,69,48,153.73,97.9296
8,6,69,49,246.532,490.205
8,6,69,50,456.305,514.577
8,6,69,51,119.301,196.684
8,6,69,52,542.378,73.8375
8,6,69,53,111.326,50.4656
8,6,69,54,233.644,502.308
8,6,69,55,534.745,306.714
8,6,69,56,352.958,87.3225
8,6,69,57,201.48,114.449
8,6,69,58,374.22,160.844
8,6,69,59,226.585,404.921
8,6,69,60,185.849,339.37
8,6,69,61,479.669,417.934
8,6,69,62,311.148,533.511
8,6,69,63,14.9217,149.172
8,6,69,64,39.3817,272.563
8,6,69,65,103.214,31.0901
8,6,69,66,337.706,227.372
8,6,69,67,438.583,21.0184
8,6,69,68,473.922,423.443
9,6,65,0,435.736,16.5097
9,6,65,1,44.5692,415.732
9,6,65,2,420.545,315.479
9,6,65,3,228.977,495.708
9,6,65,4,455.636,92.5965
9,6,65,5,219.361,238.403
9,6,65,6,524.562,199.022
9,6,65,7,316.361,136.571
9,6,65,8,482.978,3.12057
9,6,65,9,158.954,361.13
9,6,65,10,129.547,469.629
9,6,65,11,25.3501,43.3097
9,6,65,12,407.559,53.89
9,6,65,13,193.57,70.508
9,6,65,14,511.372,346.48
9,6,65,15,469.091,410.34
9,6,65,16,273.044,380.591
9,6,65,17,60.9238,541.583
9,6,65,18,582.32,268.509
9,6,65,19,394.245,82.3834
9,6,65,20,164.566,451.549
9,6,65,21,309.481,125.197
9,6,65,22,65.4932,309.677
9,6,65,23,212.339,426.86
9,6,65,24,240.063,439.088
9,6,65,25,141.526,462.195
9,6,65,26,183.372,38.1364
9,6,65,27,254.679,394.031
9,6,65,28,432.068,59.1974
9,6,65,29,549.522,505.142
9,6,65,30,247.781,378.245
9,6,65,31,325.067,220.204
9,6,65,32,198.479,157.916
9,6,65,33,53.4897,218.031
9,6,65,34,531.958,227.711
9,6,65,35,298.42,475.451
9,6,65,36,174.67,497.537
9,6,65,37,353.255,248.78
9,6,65,38,496.976,368.181
9,6,65,39,520.783,175.648
9,6,65,40,8.85038,400.334
9,6,65,41,466.135,480.783
9,6,65,42,105.962,182.742
9,6,65,43,349.402,343.181
9,6,65,44,94.2733,187.989
9,6,65,45,120.645,107.169
9,6,65,46,446.201,333.084
9,6,65,47,110.202,432.231
9,6,65,48,334.689,165.902
9,6,65,49,295.89,284.962
9,6,65,50,145.219,255.047
9,6,65,51,575.82,86.0052
9,6,65,52,79.1649,116.012
9,6,65,53,27.6658,275.773
9,6,65,54,374.327,297.983
9,6,65,55,563.521,514.766
9,6,65,56,488.767,209.835
9,6,65,57,269.278,289.466
9,6,65,58,403.787,29.2374
9,6,65,59,14.1193,147.772
9,6,65,60,86.7037,522.189
9,6,65,61,280.947,531.149
9,6,65,62,368.438,133.647
9,6,65,63,550.453,327.718
9,6,65,64,387.522,17.8664
10,6,66,0,285.383,395.081
10,6,66,1,156.973,8.22143
10,6,66,2,312.554,385.961
10,6,66,3,155.225,81.9885
10,6,66,4,294.426,314.552
10,6,66,5,465.026,179.521
10,6,66,6,422.944,275.442
10,6,66,7,9.39965,228.737
10,6,66,8,43.1785,284.708
10,6,66,9,110.499,490.661
10,6,66,10,255.769,10.5628
10,6,66,11,205.336,63.323
10,6,66,12,304.429,116.385
10,6,66,13,453.289,547.397
10,6,66,14,266.654,104.353
10,6,66,15,102.264,463.541
10,6,66,16,388.435,126.517
10,6,66,17,472.567,415.37
10,6,66,18,245.411,252.284
10,6,66,19,327.164,107.106
10,6,66,20,211.629,190.583
10,6,66,21,47.7304,32.9805
10,6,66,22,380.25,343.476
10,6,66,23,494.963,238.379
10,6,66,24,78.3057,174.523
10,6,66,25,96.7125,508.614
10,6,66,26,179.076,483.824
10,6,66,27,15.6903,288.466
10,6,66,28,261.818,148.43
10,6,66,29,483.636,219.626
10,6,66,30,131.582,561.055
10,6,66,31,432.246,210.753
10,6,66,32,474.814,162.605
10,6,66,33,235.54,36.4795
10,6,66,34,349.51,136.296
10,6,66,35,396.929,586.043
10,6,66,36,144.597,422.806
10,6,66,37,351.787,248.177
10,6,66,38,67.9951,353.134
10,6,66,39,321.696,154.214
10,6,66,40,225.421,500.409
10,6,66,41,136.822,446.943
10,6,66,42,340.957,367.646
10,6,66,43,359.985,529.679
10,6,66,44,504.816,552.058
10,6,66,45,275.075,329.883
10,6,66,46,72.2862,297.632
10,6,66,47,165.758,78.9611
10,6,66,48,88.6813,361.884
10,6,66,49,197.122,535.303
10,6,66,50,392.15,90.2677
10,6,66,51,172.003,320.477
10,6,66,52,221.632,520.612
10,6,66,53,29.835,19.4283
10,6,66,54,366.729,578.213
10,6,66,55,31.4707,427.931
10,6,66,56,414.456,47.9825
10,6,66,57,58.5626,309.162
10,6,66,58,405.758,262.382
10,6,66,59,508.807,57.8123
10,6,66,60,450.563,380.9
10,6,66,61,5.93838,460.863
10,6,66,62,441.72,405.413
10,6,66,63,192.192,441.189
10,6,66,64,116.906,200.046
10,6,66,65,295.74,474.063
11,6,68,0,369.846,224.729
11,6,68,1,42.5713,266.234
11,6,68,2,463.429,422.917
11,6,68,3,302.21,15.8683
11,6,68,4,430.452,308.929
11,6,68,5,26.8461,32.4172
11,6,68,6,121.23,207.911
11,6,68,7,424.969,140.241
11,6,68,8,95.0384,385.399
11,6,68,9,375.743,408.571
11,6,68,10,279.585,22.8656
11,6,68,11,351.229,38.706
11,6,68,12,54.797,486.305
11,6,68,13,388.433,149.059
11,6,68,14,405.391,163.455
11,6,68,15,269.921,415.455
11,6,68,16,72.6511,436.722
11,6,68,17,343.098,125.158
11,6,68,18,507.097,77.9369
11,6,68,19,195.784,356.781
11,6,68,20,483.153,108.488
11,6,68,21,520.381,242.429
11,6,68,22,549.695,176.273
11,6,68,23,34.3306,83.3709
11,6,68,24,87.7148,191.581
11,6,68,25,363.448,328.175
11,6,68,26,2.4415,55.573
11,6,68,27,533.645,273.555
11,6,68,28,245.338,462.043
11,6,68,29,252.957,113.873
11,6,68,30,231.202,302.277
11,6,68,31,569.888,294.29
11,6,68,32,497.461,317.477
11,6,68,33,187.182,257.19
11,6,68,34,14.2691,321.677
11,6,68,35,571.04,396.885
11,6,68,36,109.577,382.168
11,6,68,37,111.505,369.834
11,6,68,38,470.882,7.14631
11,6,68,39,216.957,262.052
11,6,68,40,155.449,97.0622
11,6,68,41,193.902,194.689
11,6,68,42,438.017,349.044
11,6,68,43,282.646,401.173
11,6,68,44,459.045,93.479
11,6,68,45,542.504,488.928
11,6,68,46,415.767,446.546
11,6,68,47,493.606,179.803
11,6,68,48,558.667,220.756
11,6,68,49,170.255,66.3857
11,6,68,50,134.399,71.0983
11,6,68,51,322.218,140.482
11,6,68,52,84.2922,231.076
11,6,68,53,445.479,346.374
11,6,68,54,163.581,471.743
11,6,68,55,397.382,47.9305
11,6,68,56,327.833,131.62
11,6,68,57,262.036,362.363
11,6,68,58,211.188,431.828
11,6,68,59,313.323,454.377
11,6,68,60,226.863,204.997
11,6,68,61,339.832,473.465
11,6,68,62,63.7893,499.558
11,6,68,63,518.879,339.505
11,6,68,64,294.626,281.359
11,6,68,65,150.051,12.8099
11,6,68,66,137.031,161.44
11,6,68,67,23.5033,244.077
12,6,65,0,156.519,183.746
12,6,65,1,226.058,498.1
12,6,65,2,11.2124,209.978
12,6,65,3,1.90051,223.568
12,6,65,4,78.1995,136.277
12,6,65,5,509.084,402.116
12,6,65,6,359.452,290.332
12,6,65,7,454.331,234.059
12,6,65,8,341.191,203.96
12,6,65,9,30.9356,23.3565
12,6,65,10,523.356,119.492
12,6,65,11,38.7811,315.563
12,6,65,12,389.986,198.663
12,6,65,13,45.072,311.373
12,6,65,14,305.904,333.462
12,6,65,15,70.3191,407.34
12,6,65,16,174.402,423.963
12,6,65,17,407.771,509.957
12,6,65,18,475.002,484.742
12,6,65,19,231.612,340.646
12,6,65,20,483.272,438.323
12,6,65,21,368.917,368.17
12,6,65,22,198.354,300.054
12,6,65,23,437.235,372.901
12,6,65,24,182.396,524.135
12,6,65,25,60.7516,329.527
12,6,65,26,300.788,414.63
12,6,65,27,292.954,446.107
12,6,65,28,123.528,140.025
12,6,65,29,92.9591,291.839
12,6,65,30,141.227,433.516
12,6,65,31,420.188,94.5192
12,6,65,32,271.658,108.782
12,6,65,33,351.75,505.193
12,6,65,34,214.796,391.098
12,6,65,35,331.568,125.839
12,6,65,36,464.529,456.753
12,6,65,37,415.524,1.54568
12,6,65,38,494.41,479.164
12,6,65,39,252.226,466.553
12,6,65,40,323.764,57.9698
12,6,65,41,209.415,80.6837
12,6,65,42,261.351,352.872
12,6,65,43,165.862,71.0323
12,6,65,44,449.333,259.55
12,6,65,45,506.052,39.5489
12,6,65,46,18.4532,379.876
12,6,65,47,318.737,359.056
12,6,65,48,138.052,231.219
12,6,65,49,49.5851,87.8318
12,6,65,50,365.395,242.354
12,6,65,51,89.446,472.506
12,6,65,52,107.477,257.034
12,6,65,53,263.414,267.642
12,6,65,54,376.733,25.5454
12,6,65,55,106.016,41.6267
12,6,65,56,526.221,192.526
12,6,65,57,192.03,53.1406
12,6,65,58,472.009,148.426
12,6,65,59,121.217,274.794
12,6,65,60,396.099,104.545
12,6,65,61,152.389,13.0163
12,6,65,62,238.856,156.908
12,6,65,63,426.242,175.739
12,6,65,64,283.278,163.407
13,6,60,0,89.7292,88.5862
13,6,60,1,151.921,413.523
